revenue|date|num|city
161655|2016-06-21 15:52:00|3|London
925056|2015-04-02 10:59:00|2|Durham
509393|2015-07-21 15:44:00|3|Oxford
1632994|2017-08-10 14:56:00|3|Cambridge
1370800|2015-03-24 09:24:00|3|Cambridge
282618|2017-07-28 11:07:00|4|London
24970|2015-03-25 11:11:00|1|London
706078|2017-05-05 10:01:00|3|Oxford
1180653|2017-07-31 11:49:00|3|Durham
277499|2017-07-12 10:00:00|4|London
367598|2018-05-08 10:05:00|2|London
804035|2018-03-27 14:46:00|3|Oxford
1393657|2015-06-08 11:27:00|3|Cambridge
145346|2016-04-28 10:41:00|2|London
497421|2015-06-11 12:40:00|3|Oxford
735745|2017-08-11 13:18:00|3|Oxford
1074840|2016-08-12 09:27:00|4|Durham
215462|2016-12-16 14:31:00|3|London
286322|2017-08-10 09:42:00|3|London
1711372|2018-04-30 09:07:00|3|Cambridge
1538158|2016-09-29 13:05:00|2|Cambridge
147254|2016-05-04 14:25:00|2|London
682980|2017-02-17 10:58:00|2|Oxford
1277557|2018-06-18 13:03:00|2|Durham
1616402|2017-06-16 12:03:00|4|Cambridge
1025611|2016-03-02 09:55:00|3|Durham
1778714|2018-12-07 15:50:00|2|Cambridge
582728|2016-03-22 10:04:00|4|Oxford
1664722|2017-11-24 10:28:00|4|Cambridge
890569|2019-01-09 11:34:00|4|Oxford
1360593|2015-02-17 14:42:00|1|Cambridge
1187018|2017-08-21 12:39:00|2|Durham
855951|2018-09-17 09:58:00|2|Oxford
85982|2015-10-14 10:38:00|4|London
1445760|2015-11-27 09:46:00|3|Cambridge
515807|2015-08-12 10:22:00|3|Oxford
462779|2015-02-17 10:40:00|4|Oxford
483786|2015-04-28 09:57:00|4|Oxford
1554917|2016-11-24 11:44:00|2|Cambridge
488198|2015-05-12 13:19:00|3|Oxford
1226214|2017-12-28 13:22:00|3|Durham
1558094|2016-12-05 15:34:00|3|Cambridge
978198|2015-09-25 12:35:00|3|Durham
479808|2015-04-14 13:49:00|3|Oxford
72327|2015-08-28 14:36:00|4|London
912148|2015-02-18 13:22:00|4|Durham
118941|2016-02-01 12:39:00|4|London
590413|2016-04-15 11:51:00|3|Oxford
574055|2016-02-22 12:52:00|3|Oxford
1649764|2017-10-05 13:46:00|3|Cambridge
273277|2017-06-28 09:48:00|3|London
1476141|2016-03-08 10:55:00|2|Cambridge
703839|2017-04-27 14:48:00|3|Oxford
173567|2016-08-01 10:55:00|2|London
143870|2016-04-22 14:09:00|3|London
850419|2018-08-28 16:00:00|1|Oxford
812667|2018-04-25 11:17:00|4|Oxford
619325|2016-07-21 09:34:00|1|Oxford
658703|2016-11-29 13:19:00|4|Oxford
504238|2015-07-03 14:01:00|1|Oxford
1768982|2018-11-06 15:01:00|4|Cambridge
33441|2015-04-22 12:02:00|2|London
245581|2017-03-28 11:18:00|3|London
1116237|2016-12-28 11:46:00|4|Durham
1575199|2017-01-31 12:58:00|3|Cambridge
640270|2016-09-28 14:50:00|3|Oxford
196400|2016-10-14 12:34:00|4|London
1583615|2017-02-28 12:54:00|3|Cambridge
1224882|2017-12-25 12:13:00|3|Durham
119976|2016-02-03 15:52:00|3|London
497583|2015-06-11 15:22:00|3|Oxford
1107776|2016-11-30 11:05:00|3|Durham
1322019|2018-11-13 10:19:00|2|Durham
1396257|2015-06-16 12:41:00|3|Cambridge
1073687|2016-08-09 11:17:00|3|Durham
854939|2018-09-12 14:09:00|4|Oxford
179467|2016-08-19 11:01:00|3|London
1543134|2016-10-17 11:49:00|4|Cambridge
1524040|2016-08-15 09:20:00|4|Cambridge
1520626|2016-08-02 15:35:00|3|Cambridge
327442|2017-12-25 14:25:00|2|London
1004774|2015-12-23 13:28:00|4|Durham
733255|2017-08-03 13:54:00|4|Oxford
878659|2018-11-30 09:32:00|3|Oxford
509230|2015-07-21 13:01:00|3|Oxford
1710989|2018-04-27 09:45:00|3|Cambridge
1596056|2017-04-11 09:45:00|3|Cambridge
1266169|2018-05-10 12:42:00|2|Durham
1622766|2017-07-07 12:52:00|1|Cambridge
272065|2017-06-23 10:39:00|2|London
32112|2015-04-17 10:56:00|3|London
311186|2017-11-01 10:07:00|3|London
3211|2015-01-12 13:24:00|2|London
757992|2017-10-25 12:12:00|2|Oxford
695377|2017-03-30 14:06:00|4|Oxford
1750704|2018-09-06 12:06:00|1|Cambridge
621656|2016-07-28 13:20:00|3|Oxford
926611|2015-04-07 15:51:00|2|Durham
423352|2018-11-08 13:07:00|4|London
1241029|2018-02-15 14:42:00|3|Durham
584590|2016-03-28 13:02:00|2|Oxford
929826|2015-04-17 13:18:00|3|Durham
1033341|2016-03-28 12:27:00|3|Durham
352773|2018-03-19 15:36:00|2|London
687319|2017-03-03 13:07:00|3|Oxford
1661657|2017-11-14 15:31:00|3|Cambridge
550181|2015-12-03 14:55:00|3|Oxford
1460265|2016-01-14 12:57:00|3|Cambridge
1535213|2016-09-20 13:07:00|3|Cambridge
1413326|2015-08-12 09:29:00|3|Cambridge
1135096|2017-03-01 10:20:00|3|Durham
1386963|2015-05-15 12:09:00|4|Cambridge
846980|2018-08-16 14:49:00|3|Oxford
1303134|2018-09-11 11:19:00|2|Durham
77743|2015-09-16 13:39:00|1|London
1049328|2016-05-19 12:16:00|4|Durham
207508|2016-11-21 15:16:00|2|London
1420764|2015-09-04 14:10:00|4|Cambridge
740965|2017-08-30 09:05:00|4|Oxford
30943|2015-04-14 12:30:00|3|London
1028587|2016-03-11 10:24:00|4|Durham
175377|2016-08-05 13:01:00|3|London
351276|2018-03-14 11:42:00|4|London
1698784|2018-03-19 09:49:00|2|Cambridge
1193900|2017-09-12 15:05:00|4|Durham
290559|2017-08-24 10:09:00|3|London
993261|2015-11-16 11:02:00|3|Durham
1272098|2018-05-30 13:17:00|1|Durham
1233703|2018-01-23 11:53:00|3|Durham
675156|2017-01-23 13:53:00|3|Oxford
94246|2015-11-10 15:03:00|2|London
984149|2015-10-15 13:32:00|2|Durham
1733014|2018-07-10 11:58:00|1|Cambridge
1277984|2018-06-19 13:09:00|3|Durham
869192|2018-10-30 13:08:00|3|Oxford
1215490|2017-11-23 10:03:00|3|Durham
422282|2018-11-06 09:19:00|1|London
872964|2018-11-12 12:51:00|3|Oxford
245969|2017-03-29 10:45:00|3|London
1041496|2016-04-22 15:03:00|4|Durham
723048|2017-06-30 12:11:00|4|Oxford
1026018|2016-03-03 09:41:00|4|Durham
1616880|2017-06-19 13:00:00|2|Cambridge
765198|2017-11-17 13:01:00|3|Oxford
1502048|2016-06-01 14:41:00|1|Cambridge
202606|2016-11-04 10:45:00|3|London
1218190|2017-12-01 12:57:00|3|Durham
592512|2016-04-22 11:45:00|3|Oxford
1728541|2018-06-25 14:36:00|3|Cambridge
1287689|2018-07-20 13:31:00|3|Durham
180917|2016-08-24 14:08:00|2|London
1785373|2018-12-31 14:33:00|4|Cambridge
221140|2017-01-05 10:55:00|2|London
96029|2015-11-17 09:41:00|3|London
107783|2015-12-25 09:07:00|3|London
1364185|2015-03-02 11:25:00|3|Cambridge
1125603|2017-01-27 13:30:00|3|Durham
928839|2015-04-15 10:53:00|4|Durham
199772|2016-10-26 12:38:00|3|London
274236|2017-06-30 11:45:00|3|London
862960|2018-10-09 14:31:00|3|Oxford
476947|2015-04-03 15:15:00|4|Oxford
1022166|2016-02-18 15:39:00|2|Durham
1640351|2017-09-05 11:15:00|4|Cambridge
1576290|2017-02-03 10:06:00|3|Cambridge
516919|2015-08-14 14:52:00|3|Oxford
201263|2016-11-01 09:25:00|3|London
1770221|2018-11-09 14:37:00|3|Cambridge
107465|2015-12-24 10:50:00|2|London
346228|2018-02-26 11:46:00|2|London
718581|2017-06-15 14:55:00|2|Oxford
357638|2018-04-04 12:29:00|2|London
1167735|2017-06-16 14:02:00|3|Durham
301015|2017-09-28 09:00:00|4|London
1787613|2019-01-08 09:47:00|1|Cambridge
303145|2017-10-05 09:25:00|3|London
1529296|2016-08-31 12:44:00|2|Cambridge
1096780|2016-10-25 10:15:00|4|Durham
227264|2017-01-25 14:45:00|3|London
662553|2016-12-12 14:20:00|1|Oxford
248137|2017-04-05 11:48:00|3|London
1519291|2016-07-28 14:23:00|3|Cambridge
519644|2015-08-25 11:10:00|3|Oxford
402795|2018-08-31 14:19:00|3|London
1099958|2016-11-03 14:06:00|4|Durham
215709|2016-12-19 11:37:00|2|London
1701895|2018-03-28 12:33:00|2|Cambridge
1598010|2017-04-17 14:15:00|1|Cambridge
546341|2015-11-20 14:04:00|4|Oxford
323077|2017-12-11 11:50:00|3|London
221700|2017-01-06 13:14:00|3|London
1517333|2016-07-22 09:49:00|3|Cambridge
1003325|2015-12-18 10:22:00|3|Durham
558856|2016-01-01 12:09:00|3|Oxford
77897|2015-09-17 09:12:00|3|London
50765|2015-06-18 13:05:00|3|London
1781136|2018-12-17 14:06:00|4|Cambridge
555296|2015-12-21 15:58:00|1|Oxford
829607|2018-06-20 12:57:00|3|Oxford
423274|2018-11-08 11:49:00|3|London
853574|2018-09-07 12:27:00|4|Oxford
1381514|2015-04-28 12:33:00|3|Cambridge
723460|2017-07-03 12:02:00|4|Oxford
430673|2018-12-03 15:51:00|3|London
1401264|2015-07-02 11:56:00|2|Cambridge
789966|2018-02-08 11:50:00|1|Oxford
1380260|2015-04-23 12:42:00|3|Cambridge
574936|2016-02-24 13:31:00|3|Oxford
1504721|2016-06-10 10:07:00|2|Cambridge
1242766|2018-02-21 15:35:00|2|Durham
821821|2018-05-25 09:29:00|2|Oxford
1506273|2016-06-15 14:56:00|4|Cambridge
20958|2015-03-11 14:29:00|3|London
816640|2018-05-08 14:21:00|3|Oxford
1464707|2016-01-29 09:48:00|3|Cambridge
1208434|2017-10-31 11:44:00|4|Durham
546867|2015-11-23 15:49:00|4|Oxford
377834|2018-06-11 12:17:00|2|London
483430|2015-04-27 11:02:00|3|Oxford
283570|2017-08-01 12:57:00|3|London
1246796|2018-03-07 12:35:00|1|Durham
1355381|2015-01-30 12:02:00|3|Cambridge
1636594|2017-08-23 11:47:00|2|Cambridge
458720|2015-02-03 13:11:00|3|Oxford
529771|2015-09-28 11:33:00|3|Oxford
1305127|2018-09-18 09:27:00|3|Durham
973497|2015-09-10 11:25:00|3|Durham
981724|2015-10-07 15:13:00|3|Durham
1638779|2017-08-30 13:07:00|4|Cambridge
1013900|2016-01-22 11:12:00|3|Durham
505338|2015-07-08 11:18:00|4|Oxford
1140450|2017-03-17 15:22:00|3|Durham
1089076|2016-09-28 15:10:00|1|Durham
876676|2018-11-23 11:34:00|3|Oxford
825888|2018-06-07 14:07:00|2|Oxford
491834|2015-05-25 10:46:00|1|Oxford
1039353|2016-04-15 14:25:00|2|Durham
1710217|2018-04-25 10:55:00|3|Cambridge
1286990|2018-07-18 15:54:00|1|Durham
1784823|2018-12-28 12:24:00|3|Cambridge
339715|2018-02-02 15:29:00|4|London
1376938|2015-04-13 13:28:00|1|Cambridge
194624|2016-10-10 11:02:00|2|London
1665541|2017-11-28 10:05:00|2|Cambridge
1487310|2016-04-13 14:38:00|3|Cambridge
60938|2015-07-22 14:14:00|3|London
168169|2016-07-13 12:10:00|2|London
1083825|2016-09-12 11:51:00|1|Durham
231596|2017-02-09 09:46:00|3|London
187939|2016-09-16 11:53:00|3|London
1609160|2017-05-24 10:38:00|2|Cambridge
1511358|2016-07-01 15:29:00|3|Cambridge
55028|2015-07-02 13:58:00|1|London
848956|2018-08-23 12:40:00|3|Oxford
1145375|2017-04-04 13:15:00|4|Durham
349579|2018-03-08 11:29:00|1|London
1715403|2018-05-11 13:09:00|3|Cambridge
628261|2016-08-19 11:09:00|2|Oxford
1381089|2015-04-27 12:29:00|3|Cambridge
1532637|2016-09-12 12:17:00|3|Cambridge
1615372|2017-06-13 15:56:00|1|Cambridge
533733|2015-10-09 14:26:00|3|Oxford
1098453|2016-10-31 10:04:00|2|Durham
484984|2015-04-30 15:53:00|3|Oxford
1102630|2016-11-14 09:31:00|3|Durham
1231379|2018-01-15 15:15:00|2|Durham
1562057|2016-12-19 11:27:00|3|Cambridge
1402443|2015-07-07 10:32:00|2|Cambridge
383857|2018-06-29 14:26:00|4|London
6019|2015-01-21 11:05:00|3|London
1350891|2015-01-15 14:23:00|3|Cambridge
912211|2015-02-18 14:25:00|2|Durham
1761508|2018-10-12 09:44:00|4|Cambridge
835837|2018-07-11 11:32:00|2|Oxford
363990|2018-04-25 13:06:00|3|London
1578521|2017-02-10 12:12:00|1|Cambridge
1786453|2019-01-03 11:30:00|3|Cambridge
996676|2015-11-26 11:49:00|3|Durham
1619138|2017-06-26 15:33:00|3|Cambridge
697461|2017-04-06 13:45:00|1|Oxford
567722|2016-02-01 12:34:00|3|Oxford
767837|2017-11-27 14:54:00|3|Oxford
1286813|2018-07-18 12:57:00|2|Durham
894777|2019-01-23 11:32:00|3|Oxford
474161|2015-03-26 10:55:00|1|Oxford
1498004|2016-05-19 10:26:00|2|Cambridge
58639|2015-07-15 11:00:00|1|London
1701904|2018-03-28 12:42:00|3|Cambridge
27752|2015-04-02 15:27:00|3|London
1360169|2015-02-16 14:39:00|4|Cambridge
1512401|2016-07-06 11:49:00|3|Cambridge
1644610|2017-09-19 12:04:00|3|Cambridge
202781|2016-11-04 13:40:00|3|London
1264762|2018-05-07 10:18:00|2|Durham
285087|2017-08-07 10:10:00|2|London
1149661|2017-04-18 14:31:00|2|Durham
334170|2018-01-16 14:17:00|1|London
1280716|2018-06-28 09:34:00|3|Durham
800680|2018-03-15 14:59:00|2|Oxford
1318446|2018-10-31 13:55:00|3|Durham
555131|2015-12-21 13:13:00|3|Oxford
1295202|2018-08-15 12:26:00|1|Durham
1437103|2015-10-29 12:50:00|3|Cambridge
384108|2018-07-02 11:36:00|2|London
831955|2018-06-28 09:59:00|3|Oxford
1462102|2016-01-20 15:30:00|3|Cambridge
1538332|2016-09-29 15:59:00|3|Cambridge
404405|2018-09-06 13:05:00|3|London
371216|2018-05-18 14:15:00|3|London
811194|2018-04-19 14:48:00|2|Oxford
1244323|2018-02-27 13:28:00|2|Durham
604923|2016-06-02 15:07:00|2|Oxford
244593|2017-03-23 15:53:00|3|London
1234421|2018-01-25 09:49:00|3|Durham
752903|2017-10-09 11:35:00|3|Oxford
1485799|2016-04-08 10:30:00|3|Cambridge
1295321|2018-08-15 14:25:00|4|Durham
769297|2017-12-01 11:10:00|2|Oxford
159597|2016-06-15 09:38:00|3|London
1259006|2018-04-17 12:36:00|2|Durham
501424|2015-06-25 09:13:00|4|Oxford
150166|2016-05-13 13:50:00|2|London
1237950|2018-02-06 12:30:00|3|Durham
181685|2016-08-26 12:54:00|1|London
713588|2017-05-30 15:54:00|3|Oxford
1133220|2017-02-22 14:09:00|2|Durham
969161|2015-08-27 09:19:00|1|Durham
357061|2018-04-03 09:53:00|4|London
1736898|2018-07-23 13:33:00|1|Cambridge
707494|2017-05-10 12:34:00|3|Oxford
966584|2015-08-18 15:29:00|3|Durham
299287|2017-09-21 15:17:00|3|London
394675|2018-08-06 12:18:00|2|London
836464|2018-07-12 14:58:00|1|Oxford
565219|2016-01-22 12:57:00|4|Oxford
926738|2015-04-08 10:57:00|3|Durham
717173|2017-06-12 12:30:00|1|Oxford
1124675|2017-01-25 12:04:00|3|Durham
1156594|2017-05-11 10:47:00|3|Durham
1526606|2016-08-23 10:00:00|3|Cambridge
655782|2016-11-18 13:45:00|3|Oxford
1491080|2016-04-26 14:19:00|3|Cambridge
194513|2016-10-10 09:11:00|2|London
754852|2017-10-13 16:00:00|3|Oxford
450703|2015-01-07 12:53:00|2|Oxford
160406|2016-06-17 09:05:00|2|London
1113274|2016-12-19 11:30:00|3|Durham
1511144|2016-07-01 11:55:00|2|Cambridge
1187383|2017-08-22 11:43:00|4|Durham
39113|2015-05-11 15:21:00|3|London
1456863|2016-01-04 12:23:00|1|Cambridge
127051|2016-02-26 14:30:00|3|London
584263|2016-03-25 14:36:00|3|Oxford
288263|2017-08-16 13:59:00|4|London
568935|2016-02-04 11:44:00|3|Oxford
357398|2018-04-03 15:30:00|3|London
1001958|2015-12-14 15:39:00|3|Durham
813355|2018-04-26 15:44:00|2|Oxford
1735265|2018-07-17 14:24:00|3|Cambridge
1087966|2016-09-26 10:42:00|4|Durham
551733|2015-12-09 12:43:00|2|Oxford
561933|2016-01-12 14:19:00|4|Oxford
1626319|2017-07-19 15:57:00|2|Cambridge
1609715|2017-05-25 12:52:00|3|Cambridge
717194|2017-06-12 12:51:00|2|Oxford
802907|2018-03-23 10:00:00|1|Oxford
1744879|2018-08-17 13:15:00|3|Cambridge
1641932|2017-09-11 09:32:00|3|Cambridge
966966|2015-08-19 14:50:00|4|Durham
419068|2018-10-25 11:53:00|3|London
297568|2017-09-15 14:42:00|4|London
365286|2018-04-30 13:39:00|3|London
250498|2017-04-13 09:03:00|3|London
840152|2018-07-25 13:17:00|2|Oxford
624632|2016-08-08 13:49:00|3|Oxford
1540869|2016-10-10 09:09:00|4|Cambridge
1462661|2016-01-22 10:47:00|2|Cambridge
1366246|2015-03-09 10:41:00|2|Cambridge
1709832|2018-04-24 11:31:00|4|Cambridge
572807|2016-02-17 13:07:00|3|Oxford
528566|2015-09-23 12:31:00|3|Oxford
1325129|2018-11-22 13:02:00|3|Durham
826069|2018-06-08 10:07:00|3|Oxford
51120|2015-06-19 11:59:00|2|London
46219|2015-06-03 14:30:00|4|London
257218|2017-05-04 15:48:00|1|London
1579381|2017-02-14 12:30:00|1|Cambridge
1037542|2016-04-11 12:18:00|3|Durham
477442|2015-04-07 09:28:00|2|Oxford
550854|2015-12-07 12:06:00|3|Oxford
1635456|2017-08-18 13:52:00|1|Cambridge
1052653|2016-05-31 11:33:00|3|Durham
1706168|2018-04-11 13:36:00|3|Cambridge
1408330|2015-07-27 10:25:00|2|Cambridge
947001|2015-06-15 11:52:00|2|Durham
1129378|2017-02-09 13:16:00|3|Durham
1737251|2018-07-24 12:25:00|3|Cambridge
334094|2018-01-16 13:01:00|3|London
277470|2017-07-12 09:31:00|4|London
348623|2018-03-06 09:35:00|2|London
201212|2016-10-31 15:35:00|3|London
1249374|2018-03-15 13:27:00|4|Durham
968932|2015-08-26 12:31:00|3|Durham
1583504|2017-02-28 11:03:00|2|Cambridge
220316|2017-01-03 11:13:00|3|London
807514|2018-04-09 09:36:00|3|Oxford
121672|2016-02-10 09:03:00|3|London
1475873|2016-03-07 13:28:00|2|Cambridge
1439357|2015-11-05 15:19:00|2|Cambridge
1047858|2016-05-13 15:50:00|3|Durham
1645261|2017-09-20 15:54:00|4|Cambridge
19128|2015-03-05 12:03:00|3|London
1764093|2018-10-22 10:43:00|3|Cambridge
996721|2015-11-26 12:34:00|3|Durham
75778|2015-09-09 15:59:00|3|London
787744|2018-02-01 09:53:00|3|Oxford
247617|2017-04-04 10:09:00|4|London
78939|2015-09-21 12:32:00|4|London
1645547|2017-09-21 13:39:00|2|Cambridge
1575612|2017-02-01 12:50:00|2|Cambridge
107479|2015-12-24 11:04:00|1|London
1782754|2018-12-21 13:00:00|3|Cambridge
963544|2015-08-07 13:56:00|4|Durham
967416|2015-08-20 15:19:00|3|Durham
1608632|2017-05-22 15:52:00|1|Cambridge
14770|2015-02-19 09:35:00|4|London
1316593|2018-10-25 11:06:00|4|Durham
1152270|2017-04-26 15:54:00|3|Durham
1321216|2018-11-09 10:58:00|3|Durham
1132987|2017-02-22 10:16:00|3|Durham
443974|2019-01-16 13:00:00|3|London
346850|2018-02-27 15:07:00|2|London
1545928|2016-10-26 09:16:00|4|Cambridge
1045664|2016-05-06 14:21:00|4|Durham
384632|2018-07-03 13:19:00|4|London
111693|2016-01-07 11:08:00|3|London
497516|2015-06-11 14:15:00|3|Oxford
1001241|2015-12-11 10:43:00|2|Durham
1276848|2018-06-14 15:16:00|3|Durham
319026|2017-11-27 14:29:00|2|London
691744|2017-03-20 09:41:00|3|Oxford
1594628|2017-04-05 14:01:00|2|Cambridge
875423|2018-11-20 11:44:00|1|Oxford
1073022|2016-08-05 14:14:00|3|Durham
423735|2018-11-09 12:29:00|3|London
748545|2017-09-25 09:07:00|3|Oxford
286186|2017-08-09 14:27:00|4|London
920052|2015-03-17 11:47:00|1|Durham
1536004|2016-09-22 12:16:00|4|Cambridge
1275135|2018-06-08 14:47:00|4|Durham
927273|2015-04-09 12:51:00|3|Durham
1319397|2018-11-02 15:44:00|2|Durham
1555088|2016-11-24 14:35:00|3|Cambridge
118519|2016-01-29 12:38:00|2|London
50088|2015-06-16 15:50:00|4|London
1374578|2015-04-06 09:13:00|4|Cambridge
1310251|2018-10-04 10:39:00|3|Durham
810016|2018-04-17 09:12:00|2|Oxford
932370|2015-04-27 13:36:00|4|Durham
1527393|2016-08-25 09:05:00|3|Cambridge
239423|2017-03-07 13:55:00|3|London
1695840|2018-03-08 09:52:00|3|Cambridge
153479|2016-05-25 12:55:00|3|London
1642629|2017-09-12 14:08:00|3|Cambridge
1550789|2016-11-10 13:06:00|2|Cambridge
1209103|2017-11-01 15:52:00|4|Durham
1152649|2017-04-27 15:12:00|4|Durham
373562|2018-05-28 11:15:00|3|London
901423|2015-01-14 10:02:00|3|Durham
1734411|2018-07-13 14:12:00|3|Cambridge
1318346|2018-10-31 12:15:00|2|Durham
1716899|2018-05-17 10:01:00|3|Cambridge
1678355|2018-01-09 13:09:00|1|Cambridge
1773016|2018-11-20 12:05:00|3|Cambridge
145932|2016-04-29 13:26:00|3|London
79402|2015-09-22 13:14:00|3|London
1615787|2017-06-14 15:50:00|3|Cambridge
1608922|2017-05-23 13:41:00|2|Cambridge
429851|2018-11-30 09:10:00|4|London
1318698|2018-11-01 11:06:00|1|Durham
1533768|2016-09-15 10:05:00|4|Cambridge
125663|2016-02-23 12:25:00|2|London
1510361|2016-06-29 12:54:00|3|Cambridge
722905|2017-06-30 09:48:00|3|Oxford
606397|2016-06-08 11:37:00|3|Oxford
1704444|2018-04-05 12:56:00|1|Cambridge
305100|2017-10-11 13:56:00|4|London
584545|2016-03-28 12:17:00|1|Oxford
764555|2017-11-16 09:19:00|2|Oxford
664058|2016-12-16 11:21:00|4|Oxford
460607|2015-02-10 09:33:00|3|Oxford
923574|2015-03-27 14:21:00|2|Durham
569225|2016-02-05 09:33:00|3|Oxford
276056|2017-07-06 14:01:00|3|London
1719543|2018-05-25 11:59:00|3|Cambridge
1017992|2016-02-05 09:14:00|3|Durham
414580|2018-10-10 14:16:00|3|London
640330|2016-09-28 15:50:00|4|Oxford
1157585|2017-05-15 13:16:00|2|Durham
674848|2017-01-20 15:46:00|1|Oxford
859627|2018-09-27 15:06:00|3|Oxford
245785|2017-03-28 14:42:00|1|London
1394865|2015-06-11 10:32:00|2|Cambridge
1347178|2015-01-02 15:39:00|4|Cambridge
1374050|2015-04-02 14:27:00|4|Cambridge
721175|2017-06-26 09:02:00|3|Oxford
592655|2016-04-22 14:08:00|2|Oxford
955558|2015-07-13 14:09:00|1|Durham
619745|2016-07-22 09:33:00|2|Oxford
721658|2017-06-27 10:04:00|1|Oxford
494291|2015-06-02 09:37:00|1|Oxford
528506|2015-09-23 11:31:00|3|Oxford
1103227|2016-11-15 12:27:00|3|Durham
475914|2015-04-01 12:04:00|3|Oxford
916213|2015-03-04 10:57:00|3|Durham
249706|2017-04-11 09:53:00|3|London
719397|2017-06-19 14:29:00|3|Oxford
505110|2015-07-07 14:31:00|4|Oxford
1730187|2018-06-29 13:58:00|3|Cambridge
1039260|2016-04-15 12:52:00|2|Durham
281059|2017-07-24 13:12:00|2|London
1031219|2016-03-21 12:10:00|2|Durham
1058854|2016-06-21 09:39:00|3|Durham
1084394|2016-09-13 14:19:00|3|Durham
1333663|2018-12-20 14:56:00|3|Durham
1326303|2018-11-27 11:33:00|3|Durham
755652|2017-10-17 15:18:00|1|Oxford
1647043|2017-09-27 10:31:00|3|Cambridge
818064|2018-05-14 10:01:00|3|Oxford
73765|2015-09-03 10:30:00|3|London
1363303|2015-02-26 10:45:00|3|Cambridge
687615|2017-03-06 11:02:00|2|Oxford
1721337|2018-05-31 13:49:00|1|Cambridge
1267174|2018-05-14 15:25:00|3|Durham
209984|2016-11-29 14:26:00|4|London
598922|2016-05-13 13:20:00|2|Oxford
1391472|2015-06-01 10:07:00|3|Cambridge
1545180|2016-10-24 10:50:00|4|Cambridge
882496|2018-12-13 10:20:00|3|Oxford
98695|2015-11-25 12:01:00|3|London
282179|2017-07-27 10:49:00|4|London
605956|2016-06-07 11:17:00|4|Oxford
870785|2018-11-05 11:37:00|3|Oxford
668469|2016-12-30 14:42:00|1|Oxford
1627455|2017-07-24 13:50:00|3|Cambridge
1480010|2016-03-21 12:15:00|3|Cambridge
122558|2016-02-12 09:47:00|3|London
31781|2015-04-16 12:26:00|4|London
780119|2018-01-08 09:06:00|3|Oxford
805473|2018-04-02 10:40:00|4|Oxford
323614|2017-12-12 13:46:00|3|London
198188|2016-10-20 14:18:00|4|London
1037941|2016-04-12 11:56:00|3|Durham
586254|2016-04-01 12:42:00|4|Oxford
318642|2017-11-24 15:06:00|3|London
496253|2015-06-08 14:15:00|3|Oxford
1518151|2016-07-26 09:25:00|1|Cambridge
557659|2015-12-29 13:15:00|1|Oxford
1771660|2018-11-15 10:32:00|3|Cambridge
1354778|2015-01-29 09:00:00|4|Cambridge
353973|2018-03-22 14:33:00|4|London
1612277|2017-06-02 13:28:00|3|Cambridge
1755643|2018-09-24 10:13:00|1|Cambridge
1602029|2017-05-01 11:04:00|1|Cambridge
358714|2018-04-09 09:22:00|4|London
1433963|2015-10-20 09:37:00|1|Cambridge
420994|2018-10-31 15:55:00|3|London
208655|2016-11-24 13:20:00|4|London
45603|2015-06-02 11:15:00|3|London
1298870|2018-08-28 10:25:00|4|Durham
171666|2016-07-25 14:19:00|4|London
443815|2019-01-16 10:21:00|3|London
336247|2018-01-23 13:49:00|4|London
767617|2017-11-27 11:14:00|3|Oxford
948076|2015-06-17 15:45:00|3|Durham
1016509|2016-02-01 12:35:00|3|Durham
20077|2015-03-09 13:50:00|4|London
12329|2015-02-11 11:00:00|3|London
1276747|2018-06-14 13:35:00|3|Durham
1615250|2017-06-13 13:54:00|3|Cambridge
1267017|2018-05-14 12:48:00|2|Durham
1169322|2017-06-22 12:25:00|1|Durham
213056|2016-12-09 09:30:00|2|London
1033742|2016-03-29 12:07:00|4|Durham
492834|2015-05-27 13:24:00|3|Oxford
1429279|2015-10-02 15:45:00|4|Cambridge
642783|2016-10-06 14:37:00|1|Oxford
48365|2015-06-10 15:11:00|2|London
147889|2016-05-06 10:58:00|3|London
199087|2016-10-24 15:15:00|1|London
408129|2018-09-19 12:00:00|2|London
988669|2015-10-30 11:41:00|4|Durham
511173|2015-07-28 10:19:00|3|Oxford
654760|2016-11-16 10:45:00|2|Oxford
1688266|2018-02-12 09:56:00|3|Cambridge
785225|2018-01-24 10:00:00|3|Oxford
810798|2018-04-18 15:13:00|1|Oxford
750316|2017-09-29 10:34:00|3|Oxford
17012|2015-02-26 11:52:00|3|London
1256620|2018-04-09 14:56:00|2|Durham
1771429|2018-11-14 13:42:00|3|Cambridge
1247715|2018-03-09 13:52:00|1|Durham
450022|2015-01-05 15:34:00|4|Oxford
1643574|2017-09-14 15:51:00|3|Cambridge
573767|2016-02-19 15:05:00|4|Oxford
991970|2015-11-11 10:34:00|3|Durham
1726920|2018-06-19 15:39:00|4|Cambridge
1603751|2017-05-05 11:42:00|3|Cambridge
1196299|2017-09-20 12:58:00|3|Durham
1409239|2015-07-29 11:32:00|3|Cambridge
1635796|2017-08-21 12:31:00|3|Cambridge
515801|2015-08-12 10:16:00|3|Oxford
1576294|2017-02-03 10:10:00|2|Cambridge
817800|2018-05-11 12:38:00|3|Oxford
1040452|2016-04-20 11:41:00|3|Durham
476756|2015-04-03 12:04:00|3|Oxford
